frame,timestamp_sec,class,confidence,x1,y1,x2,y2
258,10.84,helmet,0.7326,288.48,286.41,317.62,314.99
258,10.84,helmet,0.6692,339.0,301.12,366.19,329.11
259,10.882,vest,0.8766,279.64,312.46,324.14,371.94
259,10.882,vest,0.8511,328.89,324.09,369.3,379.33
259,10.882,helmet,0.7362,288.64,286.18,317.67,314.61
259,10.882,helmet,0.654,339.4,300.18,366.66,327.94
260,10.924,vest,0.8773,279.56,312.55,324.18,372.12
260,10.924,vest,0.8596,329.17,323.49,370.34,378.66
260,10.924,helmet,0.7233,288.85,286.07,318.07,314.56
260,10.924,helmet,0.673,338.77,298.73,366.79,326.07
261,10.966,vest,0.8779,279.3,312.99,324.19,372.59
261,10.966,vest,0.8585,329.23,323.1,371.28,378.6
261,10.966,helmet,0.7098,289.02,286.35,318.31,314.82
261,10.966,helmet,0.6904,338.66,298.23,366.47,325.58
262,11.008,vest,0.8761,279.37,313.64,324.2,372.98
262,11.008,vest,0.8565,329.6,323.06,372.01,378.37
262,11.008,helmet,0.701,290.45,286.61,320.01,315.87
262,11.008,helmet,0.6914,338.65,297.98,366.54,325.52
263,11.05,vest,0.8785,279.62,314.04,324.25,373.84
263,11.05,vest,0.8525,329.94,323.26,373.01,378.35
263,11.05,helmet,0.7115,291.12,287.19,320.58,316.52
263,11.05,helmet,0.6859,338.51,297.93,366.48,325.55
264,11.092,vest,0.8815,279.68,314.88,324.18,374.78
264,11.092,vest,0.8487,329.87,323.63,373.1,378.57
264,11.092,helmet,0.7267,291.8,287.79,321.06,317.21
264,11.092,helmet,0.6663,338.3,298.22,366.24,325.91
265,11.134,vest,0.8912,280.24,315.5,325.28,375.35
265,11.134,vest,0.8481,331.42,324.7,373.25,378.58
265,11.134,helmet,0.752,293.33,288.28,321.82,316.72
265,11.134,helmet,0.6117,338.7,299.49,365.23,325.9
266,11.176,vest,0.8923,280.73,315.43,325.88,375.28
266,11.176,vest,0.8477,331.99,325.38,373.25,379.25
266,11.176,helmet,0.7575,294.0,287.99,322.48,316.23
266,11.176,helmet,0.6015,338.23,299.82,364.98,325.92
267,11.218,vest,0.8925,281.14,314.86,326.38,375.02
267,11.218,vest,0.8474,332.12,325.89,373.4,380.14
267,11.218,helmet,0.7484,294.74,287.1,323.41,315.49
267,11.218,helmet,0.614,337.62,301.45,364.68,326.41
268,11.26,vest,0.8885,281.26,314.13,326.52,374.55
268,11.26,vest,0.852,332.02,326.11,373.28,380.56
268,11.26,helmet,0.7494,295.16,286.39,323.97,314.46
268,11.26,helmet,0.6236,337.38,301.62,364.43,326.47
269,11.302,vest,0.8846,281.29,313.16,326.75,374.13
269,11.302,vest,0.8552,331.9,325.69,373.33,380.75
269,11.302,helmet,0.7549,295.58,285.51,324.72,313.52
269,11.302,helmet,0.6192,337.41,300.22,363.9,325.53
270,11.344,vest,0.8812,281.31,312.23,327.17,373.04
270,11.344,vest,0.8557,331.5,324.96,373.49,380.31
270,11.344,helmet,0.728,295.66,284.58,324.75,312.62
270,11.344,helmet,0.6454,337.1,299.66,363.76,324.7
271,11.386,vest,0.8792,281.51,311.42,327.5,372.08
271,11.386,vest,0.8553,330.99,324.06,373.71,379.63
271,11.386,helmet,0.7482,295.82,283.67,325.13,311.3
271,11.386,helmet,0.6765,336.71,298.71,363.31,323.72
272,11.428,vest,0.8756,281.86,310.52,327.57,371.04
272,11.428,vest,0.8557,331.14,322.88,374.23,378.57
272,11.428,helmet,0.7584,295.74,283.28,325.07,310.46
272,11.428,helmet,0.7033,336.18,297.16,363.12,322.68
273,11.47,vest,0.8735,282.17,310.29,328.24,370.84
273,11.47,vest,0.864,330.42,321.69,373.89,377.77
273,11.47,helmet,0.7597,295.76,283.28,324.97,310.03
273,11.47,helmet,0.7109,335.85,296.15,362.61,322.01
274,11.512,vest,0.868,282.44,310.15,328.91,370.74
274,11.512,vest,0.8626,330.46,320.88,374.23,376.83
274,11.512,helmet,0.7577,295.55,283.22,324.97,309.96
274,11.512,helmet,0.7171,336.22,294.61,363.13,321.47
275,11.554,vest,0.8659,282.18,310.24,329.4,371.62
275,11.554,vest,0.8641,330.55,320.55,374.32,376.39
275,11.554,helmet,0.7529,295.06,283.28,324.62,310.26
275,11.554,helmet,0.7201,336.43,293.96,363.64,321.39
276,11.596,vest,0.8698,282.27,311.01,329.53,372.46
276,11.596,vest,0.8674,330.34,320.5,374.27,376.33
276,11.596,helmet,0.7343,294.57,283.26,324.19,310.76
276,11.596,helmet,0.7149,336.84,293.54,364.07,321.34
277,11.638,vest,0.8755,282.24,312.02,329.57,374.13
277,11.638,vest,0.8608,330.58,321.4,374.3,376.89
277,11.638,helmet,0.7349,294.25,283.72,323.48,311.4
277,11.638,helmet,0.6968,338.01,294.52,364.59,321.36
278,11.68,vest,0.8771,282.29,313.48,328.64,375.51
278,11.68,vest,0.8502,330.94,322.24,373.62,378.24
278,11.68,helmet,0.7429,293.56,285.27,322.52,313.48
278,11.68,helmet,0.7187,338.62,295.02,366.64,322.78
279,11.722,vest,0.8753,282.42,314.72,328.0,375.9
279,11.722,vest,0.8425,332.13,323.5,373.64,379.75
279,11.722,helmet,0.7569,292.7,286.29,321.69,314.7
279,11.722,helmet,0.7166,339.51,296.44,367.62,323.5
280,11.764,vest,0.8779,281.98,314.81,327.57,376.37
280,11.764,vest,0.8474,333.03,324.6,373.7,381.09
280,11.764,helmet,0.7459,291.97,286.29,321.18,315.03
280,11.764,helmet,0.7121,340.56,297.68,368.3,323.85
281,11.806,vest,0.8806,281.4,314.44,327.02,376.32
281,11.806,vest,0.8506,332.9,325.03,374.21,381.75
281,11.806,helmet,0.7146,341.44,297.98,368.66,323.89
281,11.806,helmet,0.7091,291.24,285.31,320.9,314.58
282,11.848,vest,0.8845,280.89,313.57,327.14,376.17
282,11.848,vest,0.8437,333.11,324.8,374.55,381.96
282,11.848,helmet,0.7134,342.15,297.78,369.35,323.54
282,11.848,helmet,0.707,290.82,284.08,320.81,313.73
283,11.89,vest,0.8854,280.69,312.68,327.27,375.48
283,11.89,vest,0.8334,333.27,324.03,375.34,381.83
283,11.89,helmet,0.7235,343.07,297.05,370.11,322.96
283,11.89,helmet,0.6973,290.26,283.13,320.69,312.63
284,11.932,vest,0.8866,280.42,312.1,327.16,374.68
284,11.932,vest,0.8313,332.8,323.36,376.08,381.66
284,11.932,helmet,0.7337,343.38,295.1,370.94,322.24
284,11.932,helmet,0.7013,289.27,282.49,320.58,310.92
285,11.974,vest,0.8826,279.79,311.09,327.09,373.94
285,11.974,vest,0.8226,333.26,322.9,376.61,381.21
285,11.974,helmet,0.7549,343.51,294.06,371.37,321.89
285,11.974,helmet,0.7011,289.82,281.97,321.0,309.74
286,12.016,vest,0.8813,279.2,309.68,327.05,373.07
286,12.016,vest,0.8203,334.83,321.54,377.38,379.76
286,12.016,helmet,0.7646,343.61,293.27,371.82,321.06
286,12.016,helmet,0.733,290.08,280.53,321.24,308.98
287,12.058,vest,0.8855,278.69,308.91,327.09,372.57
287,12.058,vest,0.8216,335.36,320.69,377.75,378.66
287,12.058,helmet,0.7618,343.53,292.55,372.04,320.87
287,12.058,helmet,0.7352,290.34,279.67,321.42,308.29
288,12.1,vest,0.8869,278.57,308.52,327.05,372.6
288,12.1,vest,0.8286,334.83,319.95,378.8,377.74
288,12.1,helmet,0.7543,343.33,291.19,372.51,319.84
288,12.1,helmet,0.7444,290.99,279.28,321.84,307.67
289,12.142,vest,0.8855,278.35,308.72,326.89,373.1
289,12.142,vest,0.8329,335.69,320.06,378.98,377.55
289,12.142,helmet,0.7537,343.24,291.02,372.16,319.46
289,12.142,helmet,0.7509,292.07,279.95,322.26,307.69
290,12.184,vest,0.8831,278.22,308.79,326.92,374.0
290,12.184,vest,0.8344,335.75,320.5,379.26,377.72
290,12.184,helmet,0.7592,292.81,280.53,322.67,308.03
290,12.184,helmet,0.7569,343.04,291.59,371.87,320.12
291,12.226,vest,0.879,278.73,309.36,327.15,375.04
291,12.226,vest,0.8372,336.05,321.2,379.38,378.44
291,12.226,helmet,0.7651,343.15,292.59,371.26,320.73
291,12.226,helmet,0.764,293.62,281.43,323.27,308.55
292,12.268,vest,0.8824,279.04,310.23,327.73,376.23
292,12.268,vest,0.836,336.36,321.95,379.0,379.74
292,12.268,helmet,0.7717,294.12,282.15,323.8,309.12
292,12.268,helmet,0.7671,343.0,293.26,370.76,321.21
293,12.31,vest,0.8854,279.43,311.02,328.13,376.84
293,12.31,vest,0.8335,336.69,322.88,378.27,381.42
293,12.31,helmet,0.7711,294.76,282.59,324.59,309.69
293,12.31,helmet,0.7633,342.84,294.19,370.61,321.95
294,12.352,vest,0.8847,279.96,311.23,329.1,377.04
294,12.352,vest,0.8264,336.37,323.03,378.05,382.39
294,12.352,helmet,0.7638,295.38,282.53,325.54,310.09
294,12.352,helmet,0.7517,342.02,294.44,370.17,322.15
295,12.394,vest,0.8806,280.17,310.97,329.48,376.89
295,12.394,vest,0.8258,335.97,323.04,378.07,382.88
295,12.394,helmet,0.751,296.05,282.22,326.68,309.9
295,12.394,helmet,0.7417,341.11,293.73,369.45,322.18
296,12.436,vest,0.8797,280.52,310.34,330.15,376.16
296,12.436,vest,0.8277,335.38,322.56,378.31,383.22
296,12.436,helmet,0.7519,296.36,281.68,327.4,309.69
296,12.436,helmet,0.7345,340.38,292.99,369.0,321.62
297,12.478,vest,0.8727,280.72,309.05,331.17,375.69
297,12.478,vest,0.8353,334.7,321.33,379.13,382.71
297,12.478,helmet,0.7586,296.96,280.52,327.95,308.57
297,12.478,helmet,0.7358,339.82,291.74,369.0,320.79
298,12.52,vest,0.8686,281.18,308.22,332.41,373.97
298,12.52,vest,0.8367,333.62,320.23,379.59,381.03
298,12.52,helmet,0.7664,297.48,279.53,328.1,307.58
298,12.52,helmet,0.7432,339.42,290.67,369.32,320.1
299,12.562,vest,0.8681,281.55,307.32,333.31,372.96
299,12.562,vest,0.8371,333.89,319.1,379.14,379.7
299,12.562,helmet,0.763,297.65,278.46,328.05,306.44
299,12.562,helmet,0.7357,339.87,289.51,369.39,318.37
300,12.604,vest,0.869,281.61,306.6,333.75,372.18
300,12.604,vest,0.8416,333.85,317.99,378.56,378.4
300,12.604,helmet,0.7632,297.64,277.49,327.94,305.64
300,12.604,helmet,0.7447,340.36,288.81,369.53,317.26
301,12.646,vest,0.8688,282.0,305.84,334.41,371.57
301,12.646,vest,0.8355,333.9,316.92,378.36,378.22
301,12.646,helmet,0.762,297.27,276.29,328.51,305.22
301,12.646,helmet,0.7519,341.01,287.87,369.78,315.45
302,12.688,vest,0.8676,282.11,305.87,334.48,371.8
302,12.688,vest,0.8296,333.96,316.73,378.21,378.03
302,12.688,helmet,0.7615,296.97,276.13,328.61,305.38
302,12.688,helmet,0.7507,341.7,287.86,370.47,315.47
303,12.73,vest,0.8703,281.99,306.23,333.91,372.31
303,12.73,vest,0.8301,334.05,317.18,378.2,378.54
303,12.73,helmet,0.7632,296.81,276.41,327.95,305.22
303,12.73,helmet,0.7462,342.43,288.49,370.9,315.95
304,12.772,vest,0.8667,281.9,306.72,333.54,373.46
304,12.772,vest,0.8355,333.76,317.83,378.75,380.02
304,12.772,helmet,0.7675,296.26,276.73,327.15,305.37
304,12.772,helmet,0.7421,342.86,289.35,371.84,317.17
305,12.814,vest,0.8643,281.92,307.53,333.58,375.16
305,12.814,vest,0.8348,334.37,318.84,379.56,381.76
305,12.814,helmet,0.7623,295.96,277.05,327.16,306.2
305,12.814,helmet,0.7461,342.95,290.35,373.1,318.54
306,12.856,vest,0.8643,281.46,308.28,332.6,376.38
306,12.856,vest,0.8318,336.1,320.0,379.5,383.24
306,12.856,helmet,0.7763,295.79,277.76,326.99,306.99
306,12.856,helmet,0.7508,343.48,290.95,373.7,319.82
307,12.898,vest,0.869,281.43,309.2,331.61,377.36
307,12.898,vest,0.8293,336.65,321.07,380.5,384.5
307,12.898,helmet,0.7777,295.17,278.23,326.36,307.63
307,12.898,helmet,0.7559,344.17,290.95,374.2,319.21
308,12.94,vest,0.8661,281.25,309.65,331.37,378.21
308,12.94,vest,0.8349,337.02,321.65,381.65,385.24
308,12.94,helmet,0.7744,294.73,278.21,325.94,307.95
308,12.94,helmet,0.7549,344.9,290.77,375.31,319.43
309,12.982,vest,0.8629,280.89,308.94,331.32,378.1
309,12.982,vest,0.8421,337.42,321.26,383.02,385.09
309,12.982,helmet,0.7786,294.53,277.96,325.15,307.6
309,12.982,helmet,0.7562,346.05,290.85,376.93,319.49
310,13.024,vest,0.8633,280.32,307.67,331.37,377.01
310,13.024,vest,0.8427,336.92,320.14,383.71,385.43
310,13.024,helmet,0.7717,293.52,277.19,324.82,307.44
310,13.024,helmet,0.7375,346.75,289.98,378.27,319.62
311,13.066,vest,0.8697,279.56,306.65,331.33,376.31
311,13.066,vest,0.8455,337.48,318.78,384.2,384.45
311,13.066,helmet,0.7768,292.9,276.23,323.66,306.47
311,13.066,helmet,0.7334,347.92,288.82,379.59,318.96
312,13.108,vest,0.8718,279.25,305.79,330.87,375.7
312,13.108,vest,0.8427,338.25,317.81,384.67,383.45
312,13.108,helmet,0.7592,292.45,275.23,323.12,306.0
312,13.108,helmet,0.7289,348.56,287.4,380.24,317.57
313,13.15,vest,0.8752,277.74,304.42,330.65,374.6
313,13.15,vest,0.8544,338.96,315.9,385.94,381.86
313,13.15,helmet,0.7672,291.41,272.85,322.59,303.62
313,13.15,helmet,0.7177,348.89,285.35,380.77,315.84
314,13.192,vest,0.8756,277.09,304.06,330.59,374.08
314,13.192,vest,0.8601,339.32,315.06,386.4,381.03
314,13.192,helmet,0.7608,291.62,272.24,322.65,302.4
314,13.192,helmet,0.7161,348.89,284.73,380.87,314.94
315,13.234,vest,0.8765,276.54,303.68,330.47,374.05
315,13.234,vest,0.8636,339.64,314.9,387.42,380.53
315,13.234,helmet,0.7475,291.76,271.97,322.95,301.95
315,13.234,helmet,0.7109,348.78,284.57,380.95,314.78
316,13.276,vest,0.878,275.97,303.54,330.27,374.06
316,13.276,vest,0.8653,339.98,314.98,387.91,380.17
316,13.276,helmet,0.7447,292.12,271.79,323.31,301.65
316,13.276,helmet,0.7118,348.72,284.59,380.92,314.96
317,13.318,vest,0.8746,275.35,303.65,330.23,375.28
317,13.318,vest,0.8701,340.15,315.47,388.63,381.89
317,13.318,helmet,0.7539,292.59,272.02,323.23,301.72
317,13.318,helmet,0.7149,348.68,284.95,380.97,315.3
318,13.36,vest,0.8739,275.27,304.0,330.31,376.49
318,13.36,vest,0.8709,340.29,316.72,389.2,383.81
318,13.36,helmet,0.7671,292.91,272.3,323.41,302.31
318,13.36,helmet,0.7248,348.9,285.69,380.93,316.81
319,13.402,vest,0.873,340.22,318.45,389.92,385.68
319,13.402,vest,0.8705,275.33,304.62,330.41,377.36
319,13.402,helmet,0.7645,293.38,272.7,324.31,303.05
319,13.402,helmet,0.7351,348.61,286.75,380.87,317.47
320,13.444,vest,0.8758,340.29,319.68,390.72,387.14
320,13.444,vest,0.8645,275.33,305.09,330.86,378.33
320,13.444,helmet,0.7614,293.91,273.33,325.15,303.74
320,13.444,helmet,0.7404,347.97,287.59,380.75,319.33
321,13.486,vest,0.8746,340.15,320.39,390.48,387.29
321,13.486,vest,0.8613,275.76,305.69,330.74,379.02
321,13.486,helmet,0.7614,294.01,273.98,325.94,304.61
321,13.486,helmet,0.7492,347.38,288.28,380.46,319.64
322,13.528,vest,0.8749,339.96,320.48,390.61,387.39
322,13.528,vest,0.862,276.62,306.15,331.36,379.26
322,13.528,helmet,0.759,294.68,274.35,327.11,304.82
322,13.528,helmet,0.7517,347.26,288.29,380.05,319.02
323,13.57,vest,0.8741,339.87,320.27,390.64,387.5
323,13.57,vest,0.8579,277.86,306.01,333.26,379.0
323,13.57,helmet,0.7633,295.57,274.06,328.18,304.34
323,13.57,helmet,0.7507,347.02,287.9,379.57,318.4
324,13.613,vest,0.8768,339.97,319.8,390.74,387.06
324,13.613,vest,0.8576,278.95,305.79,334.83,378.51
324,13.613,helmet,0.7616,296.32,273.15,329.21,303.84
324,13.613,helmet,0.7372,346.79,286.89,379.07,316.96
325,13.655,vest,0.8749,339.8,316.64,390.79,385.46
325,13.655,vest,0.8613,278.79,303.94,336.49,377.71
325,13.655,helmet,0.7609,296.9,270.92,330.76,302.22
325,13.655,helmet,0.698,347.35,283.95,380.34,314.71
326,13.697,vest,0.8722,339.9,314.78,390.47,384.3
326,13.697,vest,0.8626,278.9,303.13,337.04,376.85
326,13.697,helmet,0.7213,296.27,268.89,332.03,301.53
326,13.697,helmet,0.6916,347.73,281.96,380.17,312.49
327,13.739,vest,0.87,340.43,313.6,390.69,382.96
327,13.739,vest,0.8631,279.32,302.4,337.65,375.95
327,13.739,helmet,0.7016,347.75,280.95,381.59,311.48
327,13.739,helmet,0.7013,296.62,268.14,332.03,300.52
328,13.781,vest,0.8636,279.69,301.82,337.86,375.02
328,13.781,vest,0.8629,340.6,312.04,390.78,381.5
328,13.781,helmet,0.7112,348.96,280.1,381.97,310.53
328,13.781,helmet,0.6765,296.65,267.13,332.19,298.85
329,13.823,vest,0.8643,280.44,301.4,338.17,374.26
329,13.823,vest,0.8591,340.9,311.43,391.26,381.65
329,13.823,helmet,0.7122,350.24,279.84,382.76,310.08
329,13.823,helmet,0.6841,296.4,266.54,331.67,297.36
330,13.865,vest,0.864,280.79,301.28,338.66,374.17
330,13.865,vest,0.858,341.0,311.73,391.59,381.8
330,13.865,helmet,0.7006,350.99,279.94,383.83,310.46
330,13.865,helmet,0.682,296.13,266.4,331.77,297.16
331,13.907,vest,0.8641,281.31,301.47,339.0,374.22
331,13.907,vest,0.8605,341.59,312.43,391.79,382.53
331,13.907,helmet,0.6917,351.71,280.58,384.83,311.34
331,13.907,helmet,0.6916,296.1,266.46,331.55,297.29
332,13.949,vest,0.8653,281.48,301.81,339.24,375.62
332,13.949,vest,0.86,342.15,313.45,392.31,384.34
332,13.949,helmet,0.7002,295.73,266.88,331.07,298.06
332,13.949,helmet,0.6938,352.42,281.47,385.76,312.37
333,13.991,vest,0.8645,281.78,302.35,339.32,377.19
333,13.991,vest,0.8609,342.69,315.39,392.84,386.17
333,13.991,helmet,0.6914,294.82,267.4,330.96,299.61
333,13.991,helmet,0.6883,353.58,282.35,386.84,313.51
334,14.033,vest,0.859,281.77,303.27,339.35,377.94
334,14.033,vest,0.8502,343.81,316.63,393.76,386.76
334,14.033,helmet,0.7174,294.39,268.37,330.39,301.14
334,14.033,helmet,0.6971,354.86,283.22,388.08,314.72
335,14.075,vest,0.8541,281.45,304.0,340.04,378.86
335,14.075,vest,0.8468,344.62,317.63,395.2,388.12
335,14.075,helmet,0.7215,293.72,269.35,329.14,301.65
335,14.075,helmet,0.6976,356.52,283.99,389.56,315.91
336,14.117,vest,0.8474,281.08,304.34,339.9,380.06
336,14.117,vest,0.8431,344.62,317.95,396.74,389.28
336,14.117,helmet,0.7261,293.29,269.71,327.66,301.92
336,14.117,helmet,0.6857,358.56,284.99,390.32,316.14
337,14.159,vest,0.8594,345.95,317.49,398.77,389.56
337,14.159,vest,0.8461,280.24,303.97,339.51,379.83
337,14.159,helmet,0.716,293.06,269.34,327.08,301.58
337,14.159,helmet,0.6848,359.63,283.64,392.33,315.4
338,14.201,vest,0.8652,346.27,317.1,400.55,389.71
338,14.201,vest,0.8499,279.51,303.49,338.96,379.52
338,14.201,helmet,0.6953,361.27,282.83,394.92,315.4
338,14.201,helmet,0.6952,292.51,268.39,327.42,301.53
339,14.243,vest,0.8647,347.65,315.54,401.88,389.46
339,14.243,vest,0.8502,278.57,302.84,338.24,378.99
339,14.243,helmet,0.6949,362.18,281.42,396.35,313.65
339,14.243,helmet,0.6881,291.9,267.16,326.99,299.58
340,14.285,vest,0.8654,349.13,314.49,403.23,389.25
340,14.285,vest,0.8536,277.69,302.07,337.59,378.62
340,14.285,helmet,0.6985,363.14,280.29,397.65,312.13
340,14.285,helmet,0.6964,291.98,266.17,326.53,298.24
341,14.327,vest,0.8592,349.29,312.69,405.16,388.64
341,14.327,vest,0.8582,276.7,300.63,337.38,377.84
341,14.327,helmet,0.7275,364.31,279.04,398.2,310.35
341,14.327,helmet,0.6969,292.9,264.42,326.97,296.06
342,14.369,vest,0.8639,350.56,311.15,406.13,387.82
342,14.369,vest,0.8602,276.89,300.08,337.44,377.19
342,14.369,helmet,0.7496,364.99,278.05,398.21,308.89
342,14.369,helmet,0.7373,294.36,263.42,326.88,294.12
343,14.411,vest,0.8582,350.98,309.88,407.34,387.41
343,14.411,vest,0.8566,276.77,299.59,337.75,376.9
343,14.411,helmet,0.7516,295.04,263.08,327.0,292.87
343,14.411,helmet,0.7392,365.45,277.37,398.11,307.87
344,14.453,vest,0.8542,276.3,299.5,337.95,377.15
344,14.453,vest,0.8525,351.81,309.65,408.21,387.19
344,14.453,helmet,0.7392,295.17,262.79,328.21,293.54
344,14.453,helmet,0.7381,365.82,276.98,398.46,307.44
345,14.495,vest,0.8573,275.32,299.32,338.08,377.82
345,14.495,vest,0.8532,352.27,309.94,409.02,387.43
345,14.495,helmet,0.7411,366.21,277.11,398.93,307.36
345,14.495,helmet,0.7205,295.62,262.94,329.54,294.4
346,14.537,vest,0.8604,352.67,311.05,409.57,388.11
346,14.537,vest,0.8564,274.7,299.91,338.49,378.61
346,14.537,helmet,0.7543,366.87,277.57,398.99,307.74
346,14.537,helmet,0.7032,295.96,263.39,330.95,295.8
347,14.579,vest,0.8643,353.54,313.07,410.28,388.4
347,14.579,vest,0.8525,274.9,301.0,339.03,379.62
347,14.579,helmet,0.7413,366.91,278.01,399.44,308.61
347,14.579,helmet,0.684,295.81,264.19,332.9,297.58
348,14.621,vest,0.878,353.84,314.6,410.38,389.46
348,14.621,vest,0.8494,275.67,302.24,339.78,381.2
348,14.621,helmet,0.7274,366.57,278.94,399.83,310.11
348,14.621,helmet,0.6803,295.77,264.89,333.91,298.64
349,14.663,vest,0.8783,355.35,317.19,411.45,391.97
349,14.663,vest,0.8477,277.56,302.86,341.47,383.42
349,14.663,helmet,0.7061,366.03,280.32,399.78,312.07
349,14.663,helmet,0.6641,297.87,265.43,335.74,299.29
350,14.705,vest,0.8755,355.82,317.19,412.26,392.88
350,14.705,vest,0.8483,278.75,302.41,342.94,383.3
350,14.705,helmet,0.7118,365.28,280.31,399.62,312.25
350,14.705,helmet,0.6807,300.89,264.99,337.38,297.74
351,14.747,vest,0.8767,355.88,316.18,412.44,392.48
351,14.747,vest,0.852,279.59,301.59,344.17,382.49
351,14.747,helmet,0.7265,365.25,279.35,399.44,310.55
351,14.747,helmet,0.7007,302.17,263.74,338.56,296.44
352,14.789,vest,0.8766,355.69,314.8,412.44,391.72
352,14.789,vest,0.8592,280.21,300.66,344.82,381.46
352,14.789,helmet,0.7424,365.46,278.34,399.38,308.98
352,14.789,helmet,0.7024,302.9,262.25,339.44,294.98
353,14.831,vest,0.8679,355.83,312.9,413.16,390.65
353,14.831,vest,0.8614,280.32,299.59,345.57,380.51
353,14.831,helmet,0.7666,365.88,277.43,399.46,307.56
353,14.831,helmet,0.7227,302.67,260.53,339.75,293.78
354,14.873,vest,0.8622,280.88,298.44,346.07,379.48
354,14.873,vest,0.8537,355.72,310.58,414.16,390.08
354,14.873,helmet,0.7622,366.85,276.11,400.43,306.42
354,14.873,helmet,0.7447,303.04,259.3,339.74,292.15
355,14.915,vest,0.8579,280.91,297.33,346.51,378.53
355,14.915,vest,0.8423,355.75,308.72,414.99,389.2
